,tarih,city,city2,title,content
112,21.11.2024,adıyaman,Adıyaman,Adıyaman'da PKK/KCK Operasyonu: 1 Gözaltı,  PKK/KCK terör örgütüne yönelik operasyonda D.D. isimli şahıs gözaltına alındı.  
113,21.11.2024,adıyaman,Adıyaman,Adıyaman'da PKK Operasyonu: 1 Gözaltı,  Adıyaman'da terör örgütü PKK'ya yönelik operasyonda D.D. isimli şüpheli gözaltına alındı.  
114,21.11.2024,adıyaman,Adıyaman,Kaymakam Soysal Jandarmayı Ziyaret Etti,"  Adıyaman Kahta Kaymakamı Soysal, Göçeri Jandarma Karakolu'nu ziyaret ederek personele destek verdi.  "
115,21.11.2024,adıyaman,Adıyaman,Kaymakam Bozkurtoğlu Jandarma'yı Ziyaret Etti,"  Sincik Kaymakamı Bozkurtoğlu, İlçe Jandarma Komutanlığı'na ziyaret ederek incelemelerde bulundu.  "
116,21.11.2024,adıyaman,Adıyaman,"Kaymakam Soysal, Deprem Konutlarını Ziyaret Etti","  Adıyaman Kahta Kaymakamı Muhammed Üsame Soysal, Akıncılar Beldesi'nde yapımı devam eden deprem konutlarını ziyaret ederek, depremzedelerin güvenli yaşam alanlarına kavuşmaları için yapılan çalışmaları yerinde inceledi.  "
117,21.11.2024,adıyaman,Adıyaman,Adıyaman Destek Merkezi 1 Yaşında,"  GSK Türkiye'nin deprem bölgesindeki Adıyaman Destek Merkezi, 1. yılını tamamladı ve 35 bin kişi faydalandı.  "
118,21.11.2024,adıyaman,Adıyaman,Polisten Depremzede Hemşireye Moral Ziyareti,"  Gölbaşı'nda polis, engelli hemşireye moral verip ihtiyaçlarını öğrendi.  "
119,21.11.2024,adıyaman,Adıyaman,Emniyet Müdürü Sezer'e Veda Yemeği,"  Kahta İlçe Emniyet Müdürü Özgür Sefa Sezer için veda yemeği düzenlendi, başarılar dilendi.  "
120,21.11.2024,adıyaman,Adıyaman,Gölbaşı'nda Yıkılan Minareler Yeniden İnşa Edildi,"  Gölbaşı'nda depremde yıkılan cami minareleri, hayırseverler desteğiyle yeniden yapıldı.  "
121,21.11.2024,adıyaman,Adıyaman,Depremzedelerin Klimaları Çalındı,  Adıyaman'da depremzede konteyner kentten klima çalan N.K. tutuklandı. Soruşturma devam ediyor.  
122,21.11.2024,adıyaman,Adıyaman,Depremzededen Klima Hırsızlığı: Tutuklandı,"  Adıyaman'da depremzede konteyner kentte 3 klima çalan şahıs, mahkemece tutuklandı.  "
123,21.11.2024,adıyaman,Adıyaman,Bebek Ölümleri Komisyonu Kuruldu,"  TBMM'de bebek ölümlerini araştırmak için komisyon kuruldu, başkanlığı İshak Şan üstlendi.  "
124,21.11.2024,adıyaman,Adıyaman,Bebek Ölümleri Araştırma Komisyonu Belirlendi,"  İshak Şen, özel sağlık kuruluşlarındaki bebek ölümlerini araştıracak komisyonun başkanı oldu.  "
125,20.11.2024,adıyaman,Adıyaman,Baygın Çoban Dron ile Bulundu,"  Şırnak'ta kaybolan çoban, İHA muhabirinin dron ile yaptığı aramada baygın halde bulundu.  "
126,20.11.2024,adıyaman,Adıyaman,"Adıyaman Belediye Başkanı Tutdere, Japonya'dan Destek İstedi","  Adıyaman Belediye Başkanı Abdurrahman Tutdere, Japonya'nın sağladığı destekler için teşekkür ederek yerelde afet riski azaltma ve atık yönetimi kapasitesinin artırılması projesinin önemine vurgu yaptı ve daha fazla destek talep etti.  "
127,20.11.2024,adıyaman,Adıyaman,Okul Servislerine Denetim,"  Gölbaşı'nda okul servisleri denetlendi, olumsuzluk tespit edilmedi. Denetimler devam edecek.  "
128,20.11.2024,adıyaman,Adıyaman,Adıyaman'da Sağlık Toplantısı,  İl Sağlık Müdürü Prof. Dr. Mehmet Şirik başkanlığında 2024 çalışmaları değerlendirildi.  
129,20.11.2024,adıyaman,Adıyaman,Besni Kütüphanesi'nin Onarımı Devam Ediyor,  Adıyaman'ın Besni ilçesinde deprem sonrası halk kütüphanesinin onarım çalışmaları sürüyor.  
130,20.11.2024,adıyaman,Adıyaman,Çatıda Temizlik Yapan Kadın Panik Yarattı,"  Adıyaman'da bir kadın, güvenlik önlemi almadan çatıda temizlik yaparak çevredekileri endişelendirdi.  "
131,20.11.2024,adıyaman,Adıyaman,Gölbaşı Belediyesi Çöp Konteynerlerini Temizliyor,"  Adıyaman'ın Gölbaşı ilçesinde belediye ekipleri, kötü koku ve kirliliği önlemek için çöp konteynerlerini yıkama ve dezenfekte çalışmalarına başladı. Temizlik İşleri Müdürlüğü, çevre ve halk sağlığına önem vererek tüm konteynerleri daha kullanışlı hale getirmek için çalışıyor.  "
132,20.11.2024,adıyaman,Adıyaman,Sincik'te Kaya Parçaları Yola Düşüyor,  Adıyaman Sincik'te yola düşen kaya parçaları güvenlik sorunlarına yol açıyor. Vatandaşlar önlem bekliyor.  
133,20.11.2024,adıyaman,Adıyaman,Adıyaman Üniversitesi'nde Ücretsiz Çorba İkramı,"  Üniversite, her sabah ücretsiz çorba ikram etmeye başladı. Hedef günlük 1000 öğrenci.  "
134,20.11.2024,adıyaman,Adıyaman,Sincik'te Ani Dolu Yağışı Ulaşımı Etkiledi,  Adıyaman'ın Sincik ilçesinde dolu yağışı karayolunu beyaza bürüdü ve sürücüler zor anlar yaşadı.  
135,20.11.2024,adıyaman,Adıyaman,Adıyaman'da 294 Camii Yeniden İbadete Açıldı,  Kahramanmaraş depreminden etkilenen Adıyaman'daki az hasarlı 294 cami tadilat sonrası açıldı.  
136,20.11.2024,adıyaman,Adıyaman,Ata Tohumları Mezopotamya Topraklarıyla Yeniden Buluştu,"  Adıyaman'ın Samsat ilçesinde, kaybolmaya yüz tutmuş ata tohumları Tarım ve Orman Bakanlığı'nın çalışmalarıyla yeniden toprakla buluştu. Samsat Belediyesi, çiftçilere örnek olması amacıyla karakılçık siyah buğday ve yalın kavuzzus arpa ekerek, sağlıklı ve yerel bir beslenme sistemine geçişin önemine dikkat çekti.  "
137,19.11.2024,adıyaman,Adıyaman,Adıyaman'da Trafik Güvenliği İçin Ağaç Budama Çalışmaları Başladı,"  Adıyaman Belediyesi Park ve Bahçeler Müdürlüğü, trafik güvenliğini artırmak ve enerji iletim hatlarının olumsuz etkilerinden korumak amacıyla ağaç budama çalışmalarına başladı.  "
138,19.11.2024,adıyaman,Adıyaman,Adıyaman'da Okul Çevrelerinde Güvenlik Denetimi,"  Adıyaman'da polis, 184 okul çevresinde denetim yaparak 2 kişiyi gözaltına aldı.  "
139,19.11.2024,adıyaman,Adıyaman,Adıyaman'da Uyuşturucu Operasyonu: 16 Gözaltı,"  Adıyaman'da yapılan operasyonda 16 kişi yakalandı, çeşitli uyuşturucular ele geçirildi.  "
140,15:26,afyonkarahisar,Afyonkarahisar,Uyuşturucu Taciri Afyon'da Yakalandı,  4 yıl 2 ay hapis cezasıyla aranan L.T. polis tarafından yakalanıp tutuklandı.  
141,15:15,afyonkarahisar,Afyonkarahisar,Kadına Yönelik Şiddete Karşı Farkındalık Etkinliği Düzenlendi,"  Afyonkarahisar'da, 25 Kasım Kadına Yönelik Şiddete Karşı Uluslararası Mücadele Günü kapsamında emniyet ekipleri tarafından bir stant açılarak, vatandaşlara KADES uygulaması ve kadına yönelik şiddetle mücadele hakkında bilgilendirmelerde bulunuldu.  "
142,08:16,afyonkarahisar,Afyonkarahisar,Afyonkarahisar'da 3 araç birbirine girdi: Çok sayıda yaralı var,  Afyonkarahisar'ın Emirdağ ilçesinde biri yolcu otobüsü olmak üzere 3 aracın karıştığı trafik kazasında 30 kişi yaralandı. Olay yerine sevk edilen sağlık ekipleri yaralıları hastanelere kaldırdı.  
143,23.11.2024,afyonkarahisar,Afyonkarahisar,Afyon'da Jandarmadan Elektronik Sigara Operasyonu,  Afyonkarahisar'da düzenlenen operasyonda 51 gümrük kaçağı elektronik sigara ele geçirildi.  
144,21.11.2024,afyonkarahisar,Afyonkarahisar,Afyon'da Restoran Yangında Bir Çalışan Hayatını Kaybetti,  Afyonkarahisar'da bir akaryakıt istasyonu restoranında çıkan yangında bir çalışan hayatını kaybetti.  
145,20.11.2024,afyonkarahisar,Afyonkarahisar,Afyon'da Şok Denetim: 31 Gözaltı,  Afyonkarahisar'da yapılan polis denetimlerinde ruhsatsız silahlar ve uyuşturucular ele geçirildi.  
146,19.11.2024,afyonkarahisar,Afyonkarahisar,Denizli Yüzücülerinden Büyük Başarı,"  Denizli yüzücüleri, Afyon'daki bölge yarışlarında altın madalyalar kazanarak Türkiye finallerine katılma hakkı elde etti.  "
147,18.11.2024,afyonkarahisar,Afyonkarahisar,Afyon'da Mesirelik Alanlara Denetim,"  Afyonkarahisar'da polis, mesirelik alanlarda asayiş ve trafik denetimleri yapıyor.  "
148,16.11.2024,afyonkarahisar,Afyonkarahisar,Afyon'da Ücretsiz Saç Tıraşı Projesi,"  Mahalle Çocukları için yapılan ücretsiz saç tıraşı projesi ilgi görüyor, aileler memnun.  "
149,16.11.2024,afyonkarahisar,Afyonkarahisar,"Yeşilay Genel Başkanı Dinç, YEDAM'ları Ziyaret Etti","  Mehmet Dinç, bağımlılıkla mücadele için Kütahya, Afyon, Manisa ve Balıkesir'deki YEDAM'ları ziyaret etti.  "
150,14.11.2024,afyonkarahisar,Afyonkarahisar,Fuhuş Operasyonunda 6 Kadın Kurtarıldı,"  Manisa ve Afyon'da düzenlenen operasyonda 6 mağdur kadın kurtarıldı, 4 şüpheli gözaltına alındı.  "
151,14.11.2024,afyonkarahisar,Afyonkarahisar,11-12 Yaş Yüzme Müsabakaları Afyon'da,  Ulusal Gelişim Bölge Müsabakaları 15-17 Kasım'da Afyonkarahisar'da yapılacak. 479 sporcu katılacak.  
152,13.11.2024,afyonkarahisar,Afyonkarahisar,Emekli Albay Ahmet Bilginsoy Son Yolculuğuna Uğurlandı,"  Ahmet Bilginsoy, Sandıklı'da askeri törenle uğurlandı, sevenleri yasa boğuldu.  "
153,12.11.2024,afyonkarahisar,Afyonkarahisar,Babasının kullandığı tıra çarpan sürücü hayatını kaybetti,"  Afyonkarahisar'da babasının kullandığı tıra arkadan çarpan 22 yaşındaki tır sürücüsü, kaldırıldığı hastanede yaşamını yitirdi.  "
154,12.11.2024,afyonkarahisar,Afyonkarahisar,Afyon'da Bozuk Sucuk Operasyonu,"  Jandarma, 1089 kg bozuk sucuk ele geçirip 3 şüpheliye 292 bin TL ceza kesti.  "
155,12.11.2024,afyonkarahisar,Afyonkarahisar,Afyon'da Aranan Şahıs Yakalandı,  Kasten yaralama suçundan 4 yıl 2 ay hapis cezasıyla aranan D.D. jandarma tarafından yakalandı.  
156,11.11.2024,afyonkarahisar,Afyonkarahisar,Afyon'da Bitki Koruma Ürünleri Denetimi,"  Tarım İl Müdürlüğü, bitki koruma ürünleri satışı yapan işletmelere denetim gerçekleştirdi.  "
157,11.11.2024,afyonkarahisar,Afyonkarahisar,Afyon'da Hentbol Müsabakaları Coşkuyla Yapıldı,  10 Kasım Atatürk'ü Anma Günü'nde düzenlenen hentbol müsabakalarında 160 sporcu yer aldı.  
158,10.11.2024,afyonkarahisar,Afyonkarahisar,Ata'yı fidan dikerek andılar,"  Afyonkarahisar'da Atatürk, ölümünün 86. yılında fidan dikilerek anıldı.  "
159,08.11.2024,afyonkarahisar,Afyonkarahisar,Karabağ Zaferi'nin 4. Yılı Sergisi Açıldı,"  Afyonkarahisar'da 'İki Devlet Tek Millet Karabağ Zaferi Sergisi' açıldı, duygular paylaşıldı.  "
160,08.11.2024,afyonkarahisar,Afyonkarahisar,Afyon'da Kan Davası: S.A. Başından Vuruldu,"  S.A., kan davası sebebiyle vurularak hayatını kaybetti, katil zanlısı tutuklandı.  "
161,06.11.2024,afyonkarahisar,Afyonkarahisar,Afyon'da Asayiş Olayları %92 Aydınlatıldı,"  Afyonkarahisar'da bir ayda 1856 asayiş olayı yaşandı, bunların %92'si aydınlatıldı.  "
162,04.11.2024,afyonkarahisar,Afyonkarahisar,Afyon'da Manda Küpeleme İşlemi Yapıldı,"  Afyonkarahisar'da manda üretimi için küpeleme işlemi tamamlandı, 10 milyon TL destek sağlandı.  "
163,04.11.2024,afyonkarahisar,Afyonkarahisar,Jeotermal Faaliyetler Depremleri Tetikliyor Mu?,"  Prof. Dr. Özkaymak, jeotermal aktivitelerin depremleri nasıl etkilediğini araştırmak gerektiğini belirtti.  "
164,04.11.2024,afyonkarahisar,Afyonkarahisar,Jeotermal Faaliyetler Deprem Tetikliyor mu?,"  Prof. Dr. Özkaymak, Afyonkarahisar'daki depremlerin jeotermal aktivitelerle ilişkisini sorguladı.  "
165,02.11.2024,afyonkarahisar,Afyonkarahisar,Afyon'da Minibüs Kazası: İki Iraklı Yalan Yolda,  Afyonkarahisar'da minibüsün altında kalan iki Iraklı yolcu ağır yaralandı. Gözaltı var.  
166,30.10.2024,afyonkarahisar,Afyonkarahisar,Afyon'da Çiftçilere Üretim Bilgilendirmesi,"  Afyonkarahisar'da çiftçilere ekim ve hasat hakkında bilgilendirme yapıldı, destekler vurgulandı.  "
167,30.10.2024,afyonkarahisar,Afyonkarahisar,Afyon Lisesi Mezunları 31 Yıl Sonra Buluştu,"  1993 mezunları, Afyon Lisesi'nde toplanarak hatıralarını tazeledi ve okul müzesini gezdi.  "
168,29.10.2024,afyonkarahisar,Afyonkarahisar,Afyon'da 2.300 Büyükbaşa Aşı Yapıldı,  Çay ilçesinde 2 bin 300 büyükbaş hayvana şap ve brucella aşısı uygulandı.  
169,26.10.2024,afyonkarahisar,Afyonkarahisar,Afyon'da 848 kg Kaçak Tütün Ele Geçirildi,"  Jandarmanın operasyonunda 39 çuvalda 848 kg kaçak tütün bulundu, bir kişi gözaltına alındı.  "
170,26.10.2024,afyonkarahisar,Afyonkarahisar,Uyuşturucu Taciri Jandarmaya Yakalandı,  İzmir'den Afyon'a uyuşturucu hap getiren M.A.O. jandarma tarafından yakalandı.  
171,26.10.2024,afyonkarahisar,Afyonkarahisar,75 liraya mal ettikleri sucuğu vatandaşa 250 TL'ye sattılar,  Afyonkarahisar'da gıda sahtekarlığı yapan firmalara yönelik gerçekleştirilen operasyonda bir şahsın 75 TL'ye mal ettiği sucuğu sosyal medyadan 250 TL'ye sattığı ortaya çıktı.  
172,25.10.2024,afyonkarahisar,Afyonkarahisar,Toprak ve Su Analizi Eğitimi Afyon'da,  Afyonkarahisar'da toprak ve sulama suyu analizi konulu eğitimler devam ediyor.  
173,24.10.2024,afyonkarahisar,Afyonkarahisar,Afyon'da Jandarmadan Silah Operasyonu,"  Jandarma, 4 evde ruhsatsız silah ve mühimmat ele geçirdi, şüphelilere yaptırım uygulandı.  "
174,23.10.2024,afyonkarahisar,Afyonkarahisar,"Türkiye Olimpiyat Hazırlık Merkezi, Afyon'da Kampta","  TOHM ve SEM sporcuları, 2028 Olimpiyatları için Sultandağı'nda moral kampı düzenledi.  "
175,17.10.2024,afyonkarahisar,Afyonkarahisar,Kask Farkındalığı Etkinliği Afyon'da,"  Afyonkarahisar'da düzenlenen etkinlikle kask kullanımının önemi vurgulandı, kask dağıtıldı.  "
176,17.10.2024,afyonkarahisar,Afyonkarahisar,Afyon'da Tur Otobüsü Devrildi: 22 Yaralı,"  Afyonkarahisar'da Japon turistleri taşıyan otobüs devrildi, 22 kişi yaralandı.  "
177,17.10.2024,afyonkarahisar,Afyonkarahisar,Afyon'da Turist Otobüsü Devrildi,"  Afyonkarahisar'da turist kafilesini taşıyan otobüs devrildi, 1'i ağır 20 yaralı var.  "
178,16.10.2024,afyonkarahisar,Afyonkarahisar,Afyon'da Banka Kasasında 8 Kilo Altın Kayboldu,"  Afyonkarahisar'da, gurbetçi ailenin 2014'ten beri bankada sakladığı 8 kilo altın kayboldu. Savcılık soruşturma başlattı.  "
179,15.10.2024,afyonkarahisar,Afyonkarahisar,Afyon'da Yol Verme Tartışması Büyüdü,"  Afyonkarahisar'da yol verme yüzünden çıkan kavgada 3 kişi bir sürücüyü dövdü, görüntüler kaydedildi.  "
180,13.10.2024,afyonkarahisar,Afyonkarahisar,Afyon'daki Orman Yangını Söndürüldü,"  Hocalar'da çıkan yangında 25 hektar orman zarar gördü, soğutma çalışmaları devam ediyor.  "
181,12.10.2024,afyonkarahisar,Afyonkarahisar,Hırsızlık Şüphelisi Afyon'da Yakalandı,"  Afyonkarahisar'da, 11 yıl 6 ay hapis cezası olan O.Ç. jandarma tarafından yakalandı.  "
182,11.10.2024,afyonkarahisar,Afyonkarahisar,Yavaş'tan Çiftçilere 1 Milyar Lira Destek,"  Ankara Büyükşehir Belediye Başkanı Yavaş, çiftçilere 1 milyar lira destek verdiklerini açıkladı.  "
183,11.10.2024,afyonkarahisar,Afyonkarahisar,Afyon'da Sorgum ve Sudan Otu Kontrolleri,"  Tarım ekipleri, Afyonkarahisar'da sorgum ve sudan otu hasat kontrolleri yaptı.  "
184,08.10.2024,afyonkarahisar,Afyonkarahisar,"""Büyük Taarruz 3. Uluslararası Kısa Film Festivali"" başladı","  Afyonkarahisar Valiliği ev sahipliğinde, Anadolu Kültür ve Sanat Meclisi Derneği tarafından düzenlenen ""Büyük Taarruz 3. Uluslararası Kısa Film Festivali""nin açılışı yapıldı.  "
185,08.10.2024,afyonkarahisar,Afyonkarahisar,Afyon'da Kavga: 3 Gözaltı,  Afyonkarahisar'da bir kişiyi silahla vuran 3 şüpheli gözaltına alındı.  
186,08.10.2024,afyonkarahisar,Afyonkarahisar,Gençlerle Frigya Turu,"  Afyonkarahisar'da yeni üniversite öğrencileri, Frigya'ya düzenlenen geziyle keyifli bir gün geçirdi.  "
187,08.10.2024,afyonkarahisar,Afyonkarahisar,MasterChef'ten elenen Ayşe Ekiz'e sürpriz teklif,"  MasterChef Türkiye'de kendine has tavırları ile kısa sürede adından söz ettirmeyi başaran Ayşe Ekiz'e yarışmadan elendikten sonra sürpriz bir teklif geldi. Afyonkarahisar Belediye Başkanı Burcu Köksal, ''Ayşe Ekiz'i belediyemiz bünyesindeki gastronomi birimimize davet ediyoruz. Ne zaman isterse gastronomi birimimizde görev alabilir'' dedi.  "
188,07.10.2024,afyonkarahisar,Afyonkarahisar,Afyon'da Trafik Kazaları Görüntüleri Yayınlandı,"  Afyonkarahisar Emniyeti, trafik kazalarının güvenlik kameralarındaki görüntülerini paylaştı.  "
189,03.10.2024,afyonkarahisar,Afyonkarahisar,Gedizli Öğrencilerden Gastronomi Başarısı,"  Kaymakam Alkan, Gastronomi Festivali'nde madalya kazanan Gediz Kız Meslek Lisesi öğrencilerini tebrik etti.  "
190,02.10.2024,afyonkarahisar,Afyonkarahisar,Türkiye'nin Örümcek Adamı Çocukları Eğlendiriyor,"  Salih Ayaz Koç, Afyonkarahisar'da çocuklara moral vermek için etkinlikler düzenledi.  "
191,02.10.2024,afyonkarahisar,Afyonkarahisar,Eskişehir Büyükşehir Belediyesi Gastro Afyon Festivali'nde Yer Aldı,"  Eskişehir Büyükşehir Belediyesi, 6'ncı Uluslararası Gastro Afyon Turizm ve Lezzet Festivali'nde Eskişehir'in lezzetlerini ve kültürel zenginliklerini tanıttı. Festivale katılanlar arasında yerel halk ve yurtdışından gelen ziyaretçiler de vardı.  "
192,02.10.2024,afyonkarahisar,Afyonkarahisar,Süt Kardeşliği Projesi Tanıtıldı,"  Ardahanlı girişimci Selva Çapan Aydın, kadın kooperatifleriyle festivalde ürünlerini sergiledi.  "
193,02.10.2024,afyonkarahisar,Afyonkarahisar,Kütahya Lisesi'nden Yemeği Başarı,"  Hayme Ana Kız Mesleki ve Teknik Anadolu Lisesi, yemek yarışmalarında madalyalar kazandı.  "
194,30.09.2024,afyonkarahisar,Afyonkarahisar,Gastro Afyon Festivali Sona Erdi,"  Afyonkarahisar'da 6. Uluslararası Gastro Afyon Festivali, yemek yarışmaları ve etkinliklerle son buldu.  "
195,29.09.2024,afyonkarahisar,Afyonkarahisar,Hırsızlık şüphelisi Afyon'da yakalandı,  Hırsızlık suçundan 3 yıl 2 ay hapis cezası olan O.İ. jandarma tarafından yakalandı.  
196,28.09.2024,afyonkarahisar,Afyonkarahisar,Gastro Afyon Festivali Devam Ediyor,  Afyonkarahisar'da devam eden festivalde yemek yarışmaları ve yöresel lezzetler sunuluyor.  
197,28.09.2024,afyonkarahisar,Afyonkarahisar,"Kütahya Frigg Kadınları Kooperatifi, Afyonkarahisar'daki Gastronomi Festivali'nde Yer Aldı","  Kütahya Frigg Kadınları Kooperatifi, Afyonkarahisar'da düzenlenen 6. Uluslararası Gastro Afyon Turizm ve Lezzet Festivali'nde, seramik sanatını ve yerel lezzetleri bir araya getirerek büyük ilgi topladı. Festivalde, kadın emeğini ve yerel üretimi destekleyen projeler sergilendi.  "
198,28.09.2024,afyonkarahisar,Afyonkarahisar,Afyon'da Dev Lokum Rekoru!,  GastroAfyon Festivali'nde 114.70 metre uzunluğunda lokum yapılarak Guinness Rekoru kırıldı.  
199,27.09.2024,afyonkarahisar,Afyonkarahisar,Afyonkarahisar'da Guinness Rekoru ve Kadın Kooperatifleri,"  Bakan Göktaş, Afyonkarahisar'da kadın kooperatiflerine destek verirken Guinness rekorunu duyurdu.  "
200,27.09.2024,afyonkarahisar,Afyonkarahisar,Dünyanın En Uzun Türk Lokumu Rekoru Kırıldı,"  114,7 metrelik Türk lokumu, Guinness Rekorlar Kitabı'na girdi. Deneme Afyon'da gerçekleştirildi.  "
202,25.09.2024,afyonkarahisar,Afyonkarahisar,Afyon'da Naat ve Şiir Dinletisi,  Afyonkarahisar'da Mevlid-i Nebi Haftası nedeniyle dini bir program düzenlendi.  
203,25.09.2024,afyonkarahisar,Afyonkarahisar,Afyon'da Eğitim Yılı Başlangıcı Etkinliği,  Afyonkarahisar'da Diyanet Gençlik standı açılarak öğrencilere ikramlar sunuldu.  
204,24.09.2024,afyonkarahisar,Afyonkarahisar,Afyon'da Trafik Kazası: 3 Yaralı,"  Afyonkarahisar'da otomobil ile kamyonetin çarpışması sonucu 3 kişi yaralandı, AFAD ekipleri müdahale etti.  "
205,22.09.2024,afyonkarahisar,Afyonkarahisar,Afyon Lokum İhracatı Düşüşte,"  Afyonkarahisar'da lokum ihracatı, yüksek maliyetler nedeniyle geçen yıla göre düştü.  "
