,tarih,city,city2,title,content,suc_turu
323,2024-09-29 00:00:00,alaşehir,manisa,Cami imamına tabureli saldırı,"  Manisa'da akşam namazında imam M.K. tarafından tabureyle saldırıya uğradı, akıl hastanesine sevk edildi.  ",Şiddet Suçları
324,2024-11-17 00:00:00,alaşehir,manisa,Alaşehir'de 65 Yaşındaki Adam Evinde Ölü Bulundu,"  65 yaşındaki Selahattin Kurt, yalnız yaşadığı evinde arkadaşı tarafından ölü bulundu.  ",Şiddet Suçları
326,2024-11-16 00:00:00,alaşehir,manisa,Alaşehir'de 77 Yaşındaki Kadın Evinde Ölü Bulundu,"  Manisa'nın Alaşehir ilçesinde, 77 yaşındaki Sabiha Ayhan evinde ölü bulundu. Olayla ilgili soruşturma başlatıldı.  ",Şiddet Suçları
327,2024-11-17 00:00:00,alaşehir,manisa,Çorba Getirirken Arkadaşının Cesedini Buldu,"  Alaşehir'de yalnız yaşayan 65 yaşındaki Selahattin Kurt, arkadaşının çorba getirmesiyle ölü bulundu.  ",Şiddet Suçları
332,2024-10-25 00:00:00,aliağa,i̇zmir,Aliağa Limanı'nda Rüşvet Operasyonu,  İzmir Aliağa Limanı'ndaki rüşvet operasyonunda 33 şüpheliden 23'ü tutuklandı.  ,Ekonomik Suçlar
338,2023-12-23 00:00:00,almus,tokat,Piyade Sözleşmeli Er Yasin Karaca'nın şehadet haberi Tokat'taki ailesine verildi,"  Irak'ın kuzeyinde bölücü terör örgütü mensuplarının saldırısı sonucu şehit olan Piyade Sözleşmeli Er Yasin Karaca'nın (23) şehadet haberi, Tokat'ın Almus ilçesindeki ailesine ulaştı.  ",Şiddet Suçları
345,2022-11-29 00:00:00,alpu,eskişehir,Adana'da müşterisini pompalı tüfekle öldüren işletme sahibi tutuklandı,  Adana'nın Pozantı ilçesinde müşterisini pompalı tüfekle öldüren restoran sahibi tutuklandı.  ,Şiddet Suçları
351,2022-11-30 00:00:00,alpu,eskişehir,Müşteriyi öldüren restoran sahibi tutuklandı,"  Adana'nın Pozantı ilçesinde müşterisini pompalı tüfekle öldüren restoran sahibi tutuklandıEdinilen bilgiye göre, olay Alpu Mahallesi'nde bir restoranda meydana geldi.  ",Şiddet Suçları
352,2024-11-14 00:00:00,altunhisar,niğde,Niğde'de Uyuşturucu Hap Ele Geçirildi,"  Jandarma, Niğde'de 1.118 sentetik ecza hap ele geçirip bir kişiyi gözaltına aldı.  ",Narkotik Suçları
354,2022-07-15 00:00:00,altunhisar,niğde,Kamyon çarpan motosikletteki çift öldü,  NİĞDE'nin Bor ilçesinde kamyon çarpan motosikletteki Hikmet (48) ve eşi Özlem Türk (44) hayatını kaybetti.  ,Şiddet Suçları
355,2023-07-18 00:00:00,altunhisar,niğde,Niğde'de Uyuşturucu Operasyonunda 6 Şüpheli Gözaltına Alındı,"  Niğde'de gerçekleştirilen uyuşturucu operasyonunda 6 şüpheli gözaltına alındı. İl Jandarma Komutanlığı ekipleri tarafından Altunhisar ve Ulukışla ilçelerinde yapılan operasyonda 2 zanlı yakalandı ve 257 kök Hint keneviri ele geçirildi. Ayrıca, İl Emniyet Müdürlüğü Narkotik Suçlarla Mücadele Şubesi ekipleri tarafından yapılan denetimlerde uyuşturucu suçundan aranan 4 şüpheli gözaltına alındı, 535 kişinin genel bilgi taraması yapıldı, 140 araç sorgulandı, 19 işyeri ile 11 metruk bina kontrol edildi. Üç araca 2 bin 853 lira para cezası uygulandı ve bir araç trafikten men edildi.  ",Narkotik Suçları
360,2024-09-08 00:00:00,altıeylül,balıkesir,Balıkesir'de Uyuşturucu Operasyonu: İki Şüpheli Yakalandı,"  Balıkesir İl Jandarma Komutanlığı, Altıeylül ve Gönen ilçelerinde gerçekleştirdiği operasyonlarda uyuşturucu madde ele geçirdi ve iki şüpheliyi yakaladı.  ",Narkotik Suçları
373,2024-09-23 00:00:00,altındağ,ankara,Bir anlık ihmal hayatına mal oldu! 7 yaşındaki çocuk yere çakıldı,"  Ankara'nın Altındağ ilçesinde 7 yaşındaki Yusuf Aymergen,10'uncu kattaki evlerinin penceresinden düştü. Hayatını kaybettiği belirlenen çocuğun annesine ait cep telefonunu oyun oynarken düşürmesi sonucu düştüğü öğrenildi.  ",Şiddet Suçları
374,2024-09-23 00:00:00,altındağ,ankara,Ankara'da 7 Yaşındaki Çocuğun Ölümü,"  7 yaşındaki Yusuf, açık pencerenin üzerinden düşen telefonu tutmaya çalışırken 10. kattan düştü.  ",Şiddet Suçları
375,2024-09-25 00:00:00,altındağ,ankara,Ankara'da Akaryakıt İstasyonunda Araç Yangını,"  Park halindeki otomobil alev alarak kullanılamaz hale geldi, itfaiye yangını söndürdü.  ",Mala Karşı İşlenen Suçlar
376,2017-06-03 00:00:00,altınekin,konya,"Tarlasına Gübre Döküldü: Babası ve Amcasını Öldürdü, Kuzenini Yaraladı","  Konya'da cinayet suçundan cezaevinden tahliye olan Nevzat Gürbüz, tarlasına gübre döküldüğü gerekçesiyle pompalı tüfekle babası ve amcasını öldürdü, kuzenini yaraladı.  ",Şiddet Suçları
377,2017-07-11 00:00:00,altınekin,konya,Konya Pancar Tarlasında Öldürülen Çiftçinin Kuzeni ve Eşi Gözaltında,  Pancar tarlasında öldürülen çiftçinin kuzeni ve eşi gözaltındaKONYA'nın Altınekin ilçesinde pancar tarlasında tabancayla başından vurularak öldürülmüş bulunan Ali S.'nin (37) amcasının oğlu İskender S. (47) ile eşi Zekiye S. (31) gözaltına alındı.  ,Şiddet Suçları
378,2017-02-11 00:00:00,altınekin,konya,Pancar Tarlasında Başından Vurularak Öldürüldü,"  KONYA'nın Altınekin İlçesi'nde 37 yaşındaki Ali Sarı, pancar toplamaya gittiği tarlada, başından vurulurak öldürüldü.  ",Şiddet Suçları
379,2019-09-05 00:00:00,altınekin,konya,Yasak Aşk Cinayetle Bitti! Kocasını Öldürtüğü Sevgilisine Çay Demlemiş,"  Konya'da kocasının amcaoğlu ile yasak aşk yaşayan kadın, sevgilisine kocasını öldürttü. Cinayeti itiraf eden cani ""Onu çok seviyorum. Kocasını öldürüp yarım saat ağladım. Sonra bana çay demledi"" dedi.  ",Şiddet Suçları
382,2017-08-30 00:00:00,altınekin,konya,"Konya Kamyon Otobüse Çarptı: 3 Kurbanlık Telef Oldu, 6 Kişi Yaralandı",  Konya'da kamyonun yolcu otobüsüne arkadan çarpması sonucu meydana gelen kazada aralarında çocuklarında bulunduğu 6 kişi yaralandı.  ,Şiddet Suçları
384,2024-10-15 00:00:00,altınordu,ordu,Ordu'da bir haftadır kayıp olan Rus uyruklu Margarita'nın cansız bedeni bulundu,  Ordu'nun Altınordu ilçesinde 8 Ekim'de kaybolan 57 yaşındaki Rus uyruklu Margarita Karaca'nın cansız bedeni bir fındık bahçesinde bulundu.  ,Şiddet Suçları
392,2024-11-10 00:00:00,altınova,yalova,Eşini Kayalıklardan İttiği İddiasıyla Keşif Yapıldı,"  Erdal Sözer, eşi Semiha'yı kayalıklardan itmekle suçlanarak tutuklandı. Olay yeri keşfedildi.  ",Şiddet Suçları
393,2024-04-22 00:00:00,altınova,yalova,"Yalova'da 1 Ton 150 Kilogram Kaçak Midye Ele Geçirildi, 5 Şüpheli Gözaltına Alındı","  Yalova'nın Altınova ilçesinde yapılan bir operasyonda, 1 ton 150 kilogram kaçak midye ele geçirildi. Altınova İlçe Emniyet Müdürlüğü ekipleri, Hersek Mahallesi'nde şüpheli bir aracı durdurarak yapılan aramada midyeler bulundu. Operasyon sonucunda 5 şüpheli gözaltına alındı ve haklarında adli ve idari işlem başlatıldı. Midyeler ise ekipler tarafından yeniden denize bırakıldı.  ",Ekonomik Suçlar
395,2024-01-08 00:00:00,altınova,yalova,Sosyal medyadan yarışa davet! 17 yaşındaki sürücü baba ve 4 yaşındaki oğlunu öldürdü,"  Yalova'da yolun karşısına geçmeye çalışırken ehliyetsiz sürücünün çarptığı baba ve 4 yaşındaki oğlu hayatını kaybetti. Kazadan şans ederi kurtulan 11 yaşındaki Ayşe Yıldız'ın olay yerine gelen ekiplere ""Şimdi ben anneme ne diyeceğim"" sözleri yürek dağladı. M.C.K'nin, sosyal medya hesabından ""Arabasına güvenenleri bekleriz."" paylaşımında bulunarak, arkadaşlarını araçlarıyla yarışa davet ettiği dikkat çekti.  ",Şiddet Suçları
396,2024-11-10 00:00:00,altınova,yalova,Eşinin Ölümünde Şüpheli İfadeler,"  Yalova'da Erdal Sözer, eşi Semiha'yı kayalıklardan itmekle suçlanıyor. Olay yeniden incelendi.  ",Şiddet Suçları
397,2024-11-10 00:00:00,altınova,yalova,Yalova'da Eşini İtmekle Suçlanan Sanığın Dava Süreci Devam Ediyor,"  Erdal Necip S, eşi Semiha S'yi kayalıktan iterek öldürmekle suçlanıyor. Olay yerinde keşif yapıldı.  ",Şiddet Suçları
398,2024-05-21 00:00:00,altınova,yalova,Yalova'da Fotoğraf Çektirmek İçin Çıktığı Kayalıklardan Düşen Kadının Cinayete Kurban Gittiği Ortaya Çıktı,  Yalova'nın Altınova ilçesinde fotoğraf çektirmek için çıktığı kayalıklardan düşerek hayatını kaybeden Semiha Sözer'in eşi tarafından itildiği ortaya çıktı. E.N.S. isimli şüpheli tutuklandı.  ,Şiddet Suçları
405,2023-12-15 00:00:00,altıntaş,kütahya,"Kütahya'da bin 890 adet sentetik ecza hap ele geçirildi, şüpheli tutuklandı","  Kütahya'nın Altıntaş ilçesinde yapılan çalışmalar sonucu durdurulan bir şahsın çantasında bin 890 adet sentetik ecza hap ele geçirildi. Şüpheli, emniyetteki işlemlerinin ardından tutuklandı.  ",Narkotik Suçları
420,2023-08-22 00:00:00,altınözü,hatay,"Hatay'da Pompalı Tüfekle Cinayet: Bir Kişi Öldü, Bir Kişi Yaralandı","  Hatay'ın Altınözü ilçesinde bir kişi, tartıştığı kayınpederini pompalı tüfekle öldürdü, eşini yaraladı. Hüseyin B, eşi Rakkuş B. ile konuşmak için kayınpederinin evine gitti. Tartışmanın kavgaya dönüşmesi üzerine Hüseyin B, pompalı tüfekle kayınpederi İyed B'ye ve eşi Rakkuş B'ye ateş açtı. İyed B hayatını kaybederken, Rakkuş B ağır yaralandı. Kaçan Hüseyin B'nin yakalanması için çalışma başlatıldı.  ",Şiddet Suçları
421,2024-04-25 00:00:00,altınözü,hatay,Hatay'da Gümrük Kaçağı Elektronik Cihazlar ve Döviz Ele Geçirildi,"  Hatay'ın Altınözü ilçesinde yapılan aramalarda, gümrük kaçağı olduğu tespit edilen çeşitli elektronik cihazlar ve yüklü miktarda döviz ele geçirildi. Aramalarda 36 cep telefonu, 21 akıllı saat, 15 Bluetooth kulaklık, 3 powerbank ve diğer birçok elektronik cihaz bulundu. Ayrıca 6 bin 560 Euro, 2 bin 165 Amerikan doları ve 500 Suudi Arabistan Riyali'ne de el konuldu. Şüpheli hakkında yasal işlemler başlatıldı.  ",Ekonomik Suçlar
424,2024-10-27 00:00:00,alucra,giresun,Alucra'da Yangın: Maddi Hasar Meydana Geldi,  Giresun'un Alucra ilçesindeki ikinci el eşya deposunda çıkan yangında maddi hasar oluştu.  ,Mala Karşı İşlenen Suçlar
432,2024-10-14 00:00:00,amasra,bartın,Amasra'daki patlamada hayatını kaybeden 43 madenci anıldı,  Türkiye Taşkömürü Kurumu (TTK) Amasra Müessesesine ait maden ocağında 2 yıl önce 14 Ekim'deki patlamada yaşamını yitiren 43 madenci anıldı.  ,Şiddet Suçları
436,2024-10-26 00:00:00,amasra,bartın,Bartın’da Maden Göçüğünde Bir İşçi Hayatını Kaybetti,"  Bartın'ın Amasra ilçesindeki maden göçüğünde bir işçi hayatını kaybetti, üç işçi yaralandı.  ",Şiddet Suçları
442,2024-11-26 10:05:00,amasya,amasya,Amasya Belediyesi'nden Kadına Şiddete Karşı Mesaj,"  Amasya'da belediye çalışanları, 25 Kasım Kadına Yönelik Şiddete Karşı Uluslararası Mücadele Günü dolayısıyla kadına şiddetin önlenmesine dair anlamlı mesajlar verdi. Amasya Belediye Başkanı Turgay Sevindi, sevgi ve saygının aileyi tamamladığını vurgulayarak şiddete karşı olduklarını belirtti.  ",Şiddet Suçları
443,2024-11-20 00:00:00,amasya,amasya,Amasya'da Kaçak Göçmen Taşıyan 2 Şüpheli Tutuklandı,"  Amasya'nın Merzifon ilçesinde durdurulan arı yüklü kamyonette kaçak göçmen taşıdığı belirlenen 2 şüpheli tutuklandı. Kamyonette düzenekli bölmede bulunan 4 Afgan göçmen, sınır dışı edilmek üzere teslim edildi.  ",Organize Örgüt Suçları
445,2024-11-19 00:00:00,amasya,amasya,Amasya'da Kaçak Göçmen Operasyonu: 4 Afgan Yakalandı,"  Merzifon ilçesinde, polisin yol kontrolü sırasında arı kovanı yüklü kamyonette özel düzenekle kaçak göçmen taşıyan 2 şüpheli gözaltına alındı. 4 Afganistan uyruklu göçmen yakalanarak sınır dışı edilmek üzere Amasya Göç İdaresi'ne teslim edildi.  ",Organize Örgüt Suçları
447,2024-11-14 00:00:00,amasya,amasya,Amasya'da Takla Atan Otomobilde 2 Yaralı,  Amasya'da sürücünün kontrolü kaybetmesi sonucu takla atan otomobilde 2 kişi yaralandı.  ,Şiddet Suçları
448,2024-07-19 00:00:00,anamur,mersin,Anamur'da Uyuşturucu Taciri Yakalandı,"  Mersin'in Anamur ilçesinde jandarma ekipleri tarafından yapılan çalışmada uyuşturucu ticareti yapan bir şüpheli yakalandı. Şüphelinin ikametinde yapılan aramada ise büyük miktarda uyuşturucu madde ve silah ele geçirildi. Şüpheli, jandarmaya götürüldükten sonra adliyeye sevk edilecek.  ",Narkotik Suçları
449,2024-09-26 00:00:00,anamur,mersin,Anamur'da tefecilikten tutuklama,  Mersin Anamur'da tefecilik yapan şüpheli K.Y. yapılan operasyonla yakalanarak tutuklandı.  ,Ekonomik Suçlar
453,2024-08-22 00:00:00,anamur,mersin,Mersin'de Kaçak Kazı Yapan Şahıs Yakalandı,  Mersin'in Anamur ilçesinde define amaçlı kaçak kazı yapan bir şahıs jandarma ekipleri tarafından yakalandı. Operasyonda çeşitli kazı malzemeleri ele geçirildi.  ,Mala Karşı İşlenen Suçlar
464,2024-11-23 00:00:00,ankara,ankara,Eşi ve Sevgilisini Öldüren Şahıs Tutuklandı,"  Ankara'da, eşi Elif Bozkurt'u ve onun sevgilisi olduğunu iddia ettiği Hasan Şahin'i öldüren Servet Bozkurt yakalandı. Olayın ardından, Bozkurt'un hapse atılmasına rağmen ev hapsinde olduğu dönemde gerçekleşen cinayetler büyük bir yankı uyandırdı.  ",Şiddet Suçları
475,2024-10-28 00:00:00,antakya,hatay,"Cumhuriyet Bayramı Konseri, TUSAŞ'a Yapılan Saldırı Nedeniyle İptal Edildi","  Talas Belediyesi tarafından düzenlenen Antakya Medeniyetler Korosu'nun 29 Ekim Cumhuriyet Bayramı konseri, Ankara'daki TUSAŞ tesislerine yönelik terör saldırısı nedeniyle iptal edildi.  ",Düzen ve Kamu Güvenliğine Karşı İşlenen Suçlar
483,2024-11-17 00:00:00,antalya,antalya,Antalya'da Gece Yangın Korkusu,"  Antalya'da gece çıkan yangın apartman sakinlerine panik yaşattı, ev kullanılamaz hale geldi.  ",Mala Karşı İşlenen Suçlar
484,2024-11-18 00:00:00,antalya,antalya,Manavgat'ta Park Halindeki Okul Servisinde Yangın,"  Antalya'nın Manavgat ilçesinde park halindeki bir okul servisinde henüz belirlenemeyen bir nedenle yangın çıktı. Yangında aracın iç kısmı tamamen yanarak kullanılamaz hale geldi. Araç sahibi yangını, yoldan geçen bir vatandaşın uyarısıyla fark etti.  ",Mala Karşı İşlenen Suçlar
487,2024-11-16 00:00:00,antalya,antalya,Antalya'da Elektrikli Bisiklet Kazası,"  Manavgat'ta elektrikli bisiklet ile otomobil çarpıştı, sürücü yaralandı.  ",Şiddet Suçları
494,2024-06-24 00:00:00,araban,gaziantep,Gaziantep'te Kocası Tarafından Öldürülen Kadının Cenazesi Yakınlarına Teslim Edildi,"  Gaziantep'in Araban ilçesinde kocası tarafından tüfekle vurularak öldürülen Fatma Mercandağı'nın cenazesi, adli tıptaki işlemlerinin ardından yakınlarına teslim edildi. Katil zanlısının işlemleri devam ediyor.  ",Şiddet Suçları
497,2024-08-21 00:00:00,araklı,trabzon,Trabzon'da çıkan yangında 4 kişi hayatını kaybetti,"  Trabzon'un Araklı ilçesinde Haçovit Yaylası'nda çıkan yangında Arif Altuntaş, eşi Gülizar Altuntaş ve kuzenleri Kasım Altuntaş hayatını kaybetti. Yangını çıkardığı belirtilen 3 şüpheli gözaltına alındı.  ",Şiddet Suçları
514,2023-11-10 00:00:00,arapgir,malatya,500 yıllık anıt ağacın levhasına sehven 100 yaşında olduğu yazıldı,"  Malatya'nın Arapgir ilçesinde bulunan 500 yıllık tarihi çınar ağacının yaşı, yanlış levhalama sebebiyle 100 olarak belirtilirken, bölgeyi ziyaret edenler yanlışlığın düzeltilmesini istedi.  ",Mala Karşı İşlenen Suçlar
517,2024-08-31 00:00:00,arapgir,malatya,Malatya'da Uyuşturucu Operasyonunda 685 Gram Esrar Ele Geçirildi,"  Malatya'nın Arapgir ilçesinde jandarma ekipleri tarafından gerçekleştirilen uyuşturucu operasyonunda, Taşdelen Mahallesi'nde yapılan aramalarda evin depo ve eklentilerinde gizlenmiş 685 gram kubar esrar maddesi ve 8 kök kenevir bitkisi ele geçirildi. Şüpheli gözaltına alındı.  ",Narkotik Suçları
521,2024-11-18 00:00:00,araç,kastamonu,Ereğli'de hafif ticari aracın çarptığı yaya yaralandı,  Konya'nın Ereğli ilçesinde hafif ticari aracın yayaya çarpması sonucu meydana gelen trafik kazasında yaya yaralandı.  ,Şiddet Suçları
524,2024-11-18 00:00:00,araç,kastamonu,Bir ülkede daha Bitcoin rezervi sözü verildi,"  ABD'nin yeni başkanı Donald Trump'ın Bitcoin rezervi sözü dünya genelinde siyasiler tarafından benimsenmeye devam ediyor. Polonya cumhurbaşkanı adayı Slawomir Mentzen, 2025 seçimlerinde başkan olması halinde, ülkeyi kripto dostu bir merkez haline getirme ve stratejik bir Bitcoin rezervi oluşturma sözü verdi. Bu hamle, ülkenin finansal yapılanmasını güçlendirmeyi ve ekonomik özgürlük alanlarını genişletmeyi hedefliyor.  ",Ekonomik Suçlar
525,2006-05-29 00:00:00,araç,kastamonu,Muğla: Kredi Kartı Sahtekarları Yakalandı,  Muğla'nın Marmaris İlçesi'nde jandarma ekipleri tarafından yapılan yol kontrolü sırasında kurdukları düzenekle kredi kartlarının ATM'lere sıkışmasını sağlayarak sahtekarlık yapan 2 kişi yakalandı.  ,Ekonomik Suçlar
526,2024-11-18 00:00:00,araç,kastamonu,Adana'da 11 Kilo Metamfetamin Ele Geçirildi,"  Narkotik polisinin durdurduğu araçta 11 kilo 350 gram metamfetamin bulundu, sürücü tutuklandı.  ",Narkotik Suçları
543,2023-08-25 00:00:00,ardanuç,artvin,"Ulusal marketin tadilatı sırasında internet kabloları kesildi, mağdur olan vatandaş sorumluları arıyor","  Artvin'in Ardanuç ilçesinde ev kiralayan Ergin Kızılay, iki ay şehir dışında olduğu süre boyunca mahalleye açılan bir ulusal marketin internet kablolarını kestiğini iddia etti. Kızılay, internet üzerinden geçimini sağladığını ve mağdur olduğunu belirterek sorumluları bulmak için çağrıda bulundu.  ",Mala Karşı İşlenen Suçlar
562,2024-03-05 00:00:00,arhavi,artvin,"Arhavi'de 3 top fens teli çalındı, şüpheli yakalandı",  Artvin'in Arhavi ilçesinde meydana gelen 3 top fens teli çalma olayıyla ilgili olarak jandarma ekipleri çalışma başlattı. Yapılan teknik ve fiziki takip sonucunda şüpheli şahıs yakalanarak gözaltına alındı. Çalınan fens telleri sahibine teslim edildi.  ,Mala Karşı İşlenen Suçlar
566,2024-10-10 00:00:00,arhavi,artvin,Arhavi'de Narkotik Operasyonu: Tutuklama,"  Jandarma, Arhavi'de yaptığı operasyonda 8 kg esrar ve 10 kenevir bitkisi ele geçirdi, M.K. tutuklandı.  ",Narkotik Suçları
570,2023-09-27 00:00:00,arifiye,sakarya,Servis şoförünü öldüren şüpheli 3 yıl sonra Gürcistan'da yakalandı,"  Arifiye ilçesinde bir fabrikanın önündeki park alanında servis şoförü Emin Memigüven'i tabancayla vurarak öldüren İ.C., 3 yıl sonra Gürcistan'da yakalanıp Türkiye'ye getirildi. İ.C.'nin emniyetteki sorgusu devam ediyor.  ",Şiddet Suçları
